Date,SequenceNumber,PacketNumber,NodeId,SrcNodeId,LqiValue,RssiValues
1164980174062,3,59,12,15,-31,236
1164980174062,3,59,12,2,-37,236
1164980174406,3,59,15,5,-35,235
1164980174406,3,59,15,4,-31,235
1164980174453,4,60,2,19,-42,234
1164980174453,4,60,2,11,-25,236
1164980174531,1,59,16,1,-29,235
1164980174531,1,59,16,5,-34,235
1164980174593,6,59,14,17,-21,236
1164980174593,6,59,14,9,-47,207
1164980174671,2,60,3,7,-14,236
1164980174671,2,60,3,19,-42,232
1164980176062,4,59,12,13,-15,236
1164980176062,4,59,12,16,-29,235
1164980176421,4,59,15,7,-22,236
1164980176421,4,59,15,19,-25,236
1164980176453,5,60,2,12,-30,236
1164980176453,5,60,2,6,-17,236
1164980176515,0,59,13,16,-15,235
1164980176515,0,59,13,14,-27,235
1164980176546,2,59,16,20,-27,235
1164980176546,2,59,16,4,-35,235
1164980176593,7,59,14,15,-31,236
1164980176593,7,59,14,2,-42,235
1164980176671,3,60,3,11,-24,235
1164980176671,3,60,3,12,-29,235
1164980177062,5,59,12,14,-23,236
1164980177062,5,59,12,3,-31,233
1164980177406,5,59,15,11,-15,235
1164980177406,5,59,15,12,-27,236
1164980177437,6,60,2,8,-20,233
1164980177437,6,60,2,10,-37,234
1164980177500,1,59,13,3,-33,235
1164980177500,1,59,13,1,-39,235
1164980177531,3,59,16,7,-24,231
1164980177531,3,59,16,19,-28,236
1164980177593,8,59,14,13,-28,235
1164980177593,8,59,14,16,-28,234
1164980177671,4,60,3,6,-29,233
1164980177671,4,60,3,8,-21,235
1164980178453,7,60,2,17,-36,235
1164980178453,7,60,2,9,-23,233
1164980179062,6,59,12,1,-31,236
1164980179062,6,59,12,5,-44,230
1164980179250,0,59,17,9,-29,235
1164980179250,0,59,17,15,-23,234
1164980179421,6,59,15,6,-20,236
1164980179421,6,59,15,8,-31,236
1164980179453,8,60,2,15,-32,235
1164980179515,2,59,13,5,-35,232
1164980179515,2,59,13,20,-24,235
1164980179531,4,59,16,11,-21,235
1164980179531,4,59,16,12,-29,235
1164980179671,5,60,3,10,-36,235
1164980179671,5,60,3,18,-41,235
1164980180062,7,59,12,20,-35,234
1164980180062,7,59,12,4,-35,233
1164980180250,1,59,17,2,-41,234
1164980180250,1,59,17,13,-22,235
1164980180406,7,59,15,10,-29,236
1164980180406,7,59,15,18,-19,235
1164980180531,3,59,13,4,-24,235
1164980180531,3,59,13,7,-33,235
1164980180546,5,59,16,6,-21,236
1164980180546,5,59,16,8,-35,235
1164980180671,6,60,3,17,-31,235
1164980180671,6,60,3,9,-23,236
1164980181078,8,59,12,7,-38,232
1164980181078,8,59,12,19,-35,235
1164980181250,2,59,17,16,-10,234
1164980181250,2,59,17,14,-22,236
1164980181406,8,59,15,17,-21,236
1164980181406,8,59,15,9,-29,235
1164980181515,4,59,13,19,-36,235
1164980181515,4,59,13,11,-21,235
1164980181531,6,59,16,10,-37,234
1164980181531,6,59,16,18,-21,236
1164980181656,7,60,3,15,-31,235
1164980181671,7,60,3,2,-18,235
1164980182062,9,59,12,11,-15,236
1164980182250,3,59,17,3,-34,234
1164980182250,3,59,17,20,-19,234
1164980182500,5,59,13,12,-11,235
1164980182500,5,59,13,6,-34,235
1164980182531,7,59,16,17,-13,236
1164980182531,7,59,16,9,-33,235
1164980182671,8,60,3,13,-32,236
1164980182671,8,60,3,16,-35,234
1164980184250,4,59,17,5,-32,234
1164980184250,4,59,17,4,-34,235
1164980184500,6,59,13,8,-23,234
1164980184500,6,59,13,10,-33,233
1164980184531,8,59,16,15,-33,235
1164980184531,8,59,16,2,-48,202
1164980184656,9,60,3,14,-44,230
1164980184859,0,60,4,7,-23,234
1164980184859,0,60,4,19,-43,234
1164980185250,5,59,17,7,-38,236
1164980185250,5,59,17,19,-34,235
1164980185515,7,59,13,18,-30,236
1164980185515,7,59,13,17,-21,236
1164980185546,9,59,16,13,-15,236
1164980185859,1,60,4,11,-19,236
1164980185859,1,60,4,12,-34,235
1164980187250,6,59,17,12,-18,233
1164980187250,6,59,17,6,-30,235
1164980187515,8,59,13,9,-23,235
1164980187515,8,59,13,15,-23,236
1164980187718,0,60,5,4,-15,235
1164980187718,0,60,5,7,-17,234
1164980187859,2,60,4,6,-19,234
1164980187859,2,60,4,8,-12,235
1164980188250,7,59,17,8,-29,236
1164980188250,7,59,17,10,-41,233
1164980188515,9,59,13,2,-46,230
1164980188718,1,60,5,19,-46,232
1164980188718,1,60,5,11,-35,232
1164980188859,3,60,4,10,-25,236
1164980188859,3,60,4,18,-42,228
1164980189125,0,60,6,8,-17,236
1164980189125,0,60,6,10,-31,236
1164980189250,8,59,17,18,-39,235
1164980189718,2,60,5,12,-40,231
1164980189734,2,60,5,6,-23,235
1164980189875,4,60,4,17,-33,235
1164980189875,4,60,4,15,-31,235
1164980190125,1,60,6,18,-33,235
1164980190125,1,60,6,17,-29,236
1164980190718,3,60,5,8,-20,236
1164980190718,3,60,5,10,-34,236
1164980190859,5,60,4,9,-15,236
1164980190875,5,60,4,2,-34,236
1164980192125,2,60,6,9,-9,233
1164980192125,2,60,6,15,-23,236
1164980193718,4,60,5,18,-35,234
1164980193718,4,60,5,17,-26,235
1164980193875,6,60,4,13,-25,236
1164980193875,6,60,4,16,-33,236
1164980193890,0,60,7,19,-35,235
1164980193890,0,60,7,11,-24,235
1164980194125,3,60,6,2,-19,235
1164980194125,3,60,6,13,-33,234
1164980194718,5,60,5,9,-27,234
1164980194718,5,60,5,15,-33,236
1164980194859,7,60,4,14,-35,236
1164980194859,7,60,4,3,-34,236
1164980194890,1,60,7,12,-39,232
1164980194890,1,60,7,6,-10,236
1164980195125,4,60,6,16,-21,236
1164980195125,4,60,6,14,-33,236
1164980195687,0,61,1,5,-43,231
1164980195687,0,61,1,4,-43,224
1164980195718,6,60,5,2,-25,236
1164980195718,6,60,5,13,-31,236
1164980195875,8,60,4,1,-44,220
1164980195875,8,60,4,20,-29,234
1164980195875,2,60,7,8,-16,236
1164980195875,2,60,7,10,-19,236
1164980196125,5,60,6,3,-30,236
1164980196125,5,60,6,1,-44,224
1164980196687,1,61,1,7,-33,234
1164980196687,1,61,1,19,-37,235
1164980196718,7,60,5,16,-31,236
1164980196718,7,60,5,14,-35,235
1164980196875,9,60,4,5,-17,235
1164980196890,3,60,7,18,-31,236
1164980196890,3,60,7,17,-37,234
1164980197125,6,60,6,5,-25,236
1164980197125,6,60,6,20,-33,235
1164980198687,2,61,1,11,-28,235
1164980198687,2,61,1,12,-29,235
1164980198734,8,60,5,3,-19,235
1164980198734,8,60,5,1,-41,224
1164980198875,4,60,7,9,-23,236
1164980198875,4,60,7,15,-23,236
1164980199125,7,60,6,4,-20,235
1164980199125,7,60,6,7,-10,233
1164980199687,3,61,1,6,-42,230
1164980199687,3,61,1,8,-42,233
1164980199734,9,60,5,20,-36,234
1164980200687,4,61,1,10,-21,235
1164980200687,4,61,1,18,-46,227
1164980200890,5,60,7,2,-26,234
1164980200890,5,60,7,13,-31,235
1164980201125,8,60,6,19,-29,236
1164980201125,8,60,6,11,-17,234
1164980201671,5,61,1,17,-45,228
1164980201671,5,61,1,9,-35,233
1164980201890,6,60,7,16,-24,235
1164980201890,6,60,7,14,-38,234
1164980203140,9,60,6,12,-19,236
1164980203140,0,60,8,10,-19,236
1164980203140,0,60,8,17,-25,235
1164980203687,6,61,1,15,-34,235
1164980203687,6,61,1,13,-37,233
1164980203890,7,60,7,3,-9,235
1164980203890,7,60,7,1,-35,235
1164980204140,1,60,8,15,-29,236
1164980204140,1,60,8,9,-15,236
1164980204687,7,61,1,16,-25,236
1164980204687,7,61,1,14,-34,234
1164980204875,8,60,7,5,-19,236
1164980204875,8,60,7,20,-25,235
1164980205140,2,60,8,2,-21,233
1164980205140,2,60,8,13,-21,235
1164980205218,0,59,18,17,-36,234
1164980205218,0,59,18,9,-37,234
1164980205687,8,61,1,3,-44,231
1164980205687,8,61,1,20,-44,205
1164980205890,9,60,7,4,-23,235
1164980206140,3,60,8,16,-32,235
1164980206140,3,60,8,14,-26,236
1164980206203,1,59,18,15,-20,236
1164980206203,1,59,18,13,-31,233
1164980208140,4,60,8,3,-19,236
1164980208140,4,60,8,1,-39,228
1164980209125,5,60,8,5,-21,236
1164980209125,5,60,8,20,-24,235
1164980210218,4,59,18,20,-19,233
1164980210218,4,59,18,4,-41,220
1164980210890,0,59,19,11,-41,227
1164980210890,0,59,19,12,-33,236
1164980211140,6,60,8,4,-9,234
1164980211140,6,60,8,7,-11,236
1164980211218,5,59,18,7,-31,235
1164980211218,5,59,18,19,-17,236
1164980211406,0,60,9,2,-27,236
1164980211406,0,60,9,13,-21,235
1164980212890,1,59,19,6,-29,236
1164980212890,1,59,19,8,-40,234
1164980214140,7,60,8,19,-39,235
1164980214140,7,60,8,11,-16,235
1164980214203,6,59,18,11,-26,236
1164980214203,6,59,18,12,-30,236
1164980214421,1,60,9,16,-32,235
1164980214421,1,60,9,14,-48,194
1164980215890,2,59,19,10,-32,232
1164980215890,2,59,19,18,-16,233
1164980216140,8,60,8,12,-21,234
1164980216140,8,60,8,6,-13,235
1164980216218,0,60,10,17,-34,236
1164980216218,0,60,10,15,-27,235
1164980216218,7,59,18,6,-33,235
1164980216218,7,59,18,10,-37,236
1164980216406,2,60,9,3,-22,236
1164980216406,2,60,9,1,-36,236
1164980217890,3,59,19,17,-31,234
1164980217890,3,59,19,9,-36,233
1164980218203,1,60,10,9,-19,235
1164980218203,1,60,10,2,-38,234
1164980218406,3,60,9,20,-24,236
1164980218406,3,60,9,5,-29,236
1164980219718,0,59,20,4,-31,236
1164980219734,0,59,20,7,-29,236
1164980219906,4,59,19,15,-27,236
1164980219906,4,59,19,2,-44,231
1164980219921,0,60,11,12,-15,235
1164980219921,0,60,11,6,-17,236
1164980220203,2,60,10,13,-26,234
1164980220203,2,60,10,16,-32,235
1164980220921,1,60,11,8,-18,236
1164980220921,1,60,11,10,-10,236
1164980221421,4,60,9,4,-15,235
1164980221421,4,60,9,7,-22,236
1164980221718,1,59,20,19,-23,234
1164980221718,1,59,20,11,-35,233
1164980221906,5,59,19,13,-35,233
1164980221906,5,59,19,16,-26,236
1164980221921,2,60,11,18,-27,235
1164980221921,2,60,11,17,-44,227
1164980222203,3,60,10,14,-13,235
1164980222203,3,60,10,3,-33,235
1164980222421,5,60,9,19,-35,236
1164980222421,5,60,9,11,-15,235
1164980222718,2,59,20,12,-35,235
1164980222718,2,59,20,6,-36,234
1164980222906,6,59,19,14,-29,234
1164980222906,6,59,19,3,-41,232
1164980222921,3,60,11,9,-15,235
1164980222921,3,60,11,15,-17,236
1164980223203,4,60,10,1,-18,234
1164980223203,4,60,10,5,-34,236
1164980223421,6,60,9,12,-21,236
1164980223421,6,60,9,6,-14,236
1164980223718,3,59,20,8,-31,234
1164980223718,3,59,20,10,-40,234
1164980223906,7,59,19,1,-38,234
1164980223906,7,59,19,20,-19,236
1164980223921,4,60,11,2,-31,235
1164980223921,4,60,11,13,-20,235
1164980224265,5,60,10,20,-32,236
1164980224265,5,60,10,4,-21,234
1164980224406,7,60,9,8,-10,236
1164980224406,7,60,9,10,-21,235
1164980224718,4,59,20,18,-23,236
1164980224718,4,59,20,17,-20,236
1164980224890,8,59,19,5,-45,230
1164980224890,8,59,19,4,-42,220
1164980224921,5,60,11,16,-21,234
1164980224921,5,60,11,14,-18,236
1164980225203,6,60,10,7,-15,235
1164980225203,6,60,10,19,-29,236
1164980225406,8,60,9,18,-35,235
1164980225406,8,60,9,17,-25,235
1164980225593,0,60,14,3,-44,221
1164980225593,0,60,14,1,-35,235
1164980225718,5,59,20,15,-50,207
1164980225718,5,59,20,9,-30,236
1164980226890,9,59,19,7,-35,235
1164980226921,6,60,11,3,-26,235
1164980226921,6,60,11,1,-30,236
1164980227203,7,60,10,11,-7,235
1164980227203,7,60,10,12,-15,235
1164980227406,9,60,9,15,-29,236
1164980227593,1,60,14,20,-21,235
1164980227593,1,60,14,5,-36,233
1164980227718,6,59,20,2,-43,231
1164980227718,6,59,20,13,-27,235
1164980227921,7,60,11,20,-34,231
1164980227921,7,60,11,5,-37,235
1164980228203,8,60,10,6,-27,235
1164980228203,8,60,10,8,-18,236
1164980228453,0,61,2,13,-42,235
1164980228453,0,61,2,16,-44,228
1164980228593,2,60,14,4,-37,233
1164980228593,2,60,14,7,-37,235
1164980228734,7,59,20,16,-30,236
1164980228734,7,59,20,14,-27,236
1164980229921,8,60,11,4,-20,236
1164980229937,8,60,11,7,-25,235
1164980230078,0,60,12,6,-17,234
1164980230078,0,60,12,8,-22,234
1164980230203,9,60,10,18,-33,235
1164980230421,0,60,15,2,-32,236
1164980230421,0,60,15,13,-19,236
1164980230453,1,61,2,14,-35,235
1164980230453,1,61,2,3,-16,236
1164980230593,3,60,14,19,-27,236
1164980230593,3,60,14,11,-15,235
1164980230718,8,59,20,3,-45,230
1164980230718,8,59,20,5,-42,231
1164980230921,9,60,11,19,-45,232
1164980231062,1,60,12,10,-17,235
1164980231062,1,60,12,18,-27,236
1164980232421,1,60,15,16,-29,236
1164980232421,1,60,15,14,-25,236
1164980232453,2,61,2,5,-26,234
1164980232453,2,61,2,20,-36,232
1164980232593,4,60,14,12,-21,236
1164980232593,4,60,14,6,-31,235
1164980232671,0,61,3,5,-21,236
1164980232671,0,61,3,20,-39,228
1164980233078,2,60,12,17,-15,236
1164980233078,2,60,12,9,-21,235
1164980233421,2,60,15,3,-29,235
1164980233421,2,60,15,1,-31,234
1164980233453,3,61,2,4,-32,235
1164980233453,3,61,2,7,-21,232
1164980233546,0,60,16,14,-23,235
1164980233546,0,60,16,3,-33,232
1164980233593,5,60,14,8,-29,235
1164980233593,5,60,14,10,-13,233
1164980233671,1,61,3,4,-37,236
1164980233671,1,61,3,7,-12,235
1164980234062,3,60,12,15,-26,236
1164980234062,3,60,12,2,-33,234
1164980234421,3,60,15,5,-32,236
1164980234421,3,60,15,20,-43,219
1164980234453,4,61,2,19,-41,231
1164980234453,4,61,2,11,-26,236
1164980234531,1,60,16,1,-25,235
1164980234531,1,60,16,5,-31,234
1164980234593,6,60,14,18,-36,235
1164980234593,6,60,14,17,-19,235
1164980234671,2,61,3,19,-42,235
1164980234671,2,61,3,11,-23,235
1164980236078,4,60,12,13,-9,234
1164980236078,4,60,12,16,-25,236
1164980236421,4,60,15,4,-27,235
1164980236421,4,60,15,7,-19,235
1164980236453,5,61,2,12,-31,234
1164980236453,5,61,2,6,-15,236
1164980236515,0,60,13,16,-9,235
1164980236515,0,60,13,14,-23,234
1164980236546,2,60,16,20,-24,236
1164980236546,2,60,16,4,-32,234
1164980236593,7,60,14,9,-39,234
1164980236593,7,60,14,15,-27,236
1164980236687,3,61,3,12,-29,235
1164980236687,3,61,3,6,-29,232
1164980237062,5,60,12,14,-19,236
1164980237062,5,60,12,3,-28,235
1164980237421,5,60,15,19,-22,235
1164980237421,5,60,15,11,-13,235
1164980237453,6,61,2,8,-20,235
1164980237453,6,61,2,10,-37,233
1164980237500,1,60,13,3,-31,235
1164980237500,1,60,13,1,-36,232
1164980237546,3,60,16,7,-21,234
1164980237546,3,60,16,19,-25,236
1164980237593,8,60,14,2,-39,233
1164980237593,8,60,14,13,-23,235
1164980237671,4,61,3,8,-21,236
1164980237671,4,61,3,10,-37,233
1164980238453,7,61,2,17,-35,234
1164980238453,7,61,2,9,-23,236
1164980239062,6,60,12,1,-29,233
1164980239062,6,60,12,5,-39,236
1164980239250,0,60,17,15,-20,235
1164980239250,0,60,17,9,-25,236
1164980239421,6,60,15,12,-24,236
1164980239421,6,60,15,6,-17,235
1164980239453,8,61,2,15,-32,236
1164980239515,2,60,13,5,-31,235
1164980239515,2,60,13,20,-21,236
1164980239546,4,60,16,11,-18,234
1164980239546,4,60,16,12,-23,235
1164980239593,9,60,14,16,-25,233
1164980239671,5,61,3,18,-40,235
1164980239671,5,61,3,17,-31,235
1164980240078,7,60,12,20,-31,235
1164980240078,7,60,12,4,-34,235
1164980240250,1,60,17,2,-38,234
1164980240250,1,60,17,13,-19,236
1164980240421,7,60,15,8,-27,235
1164980240421,7,60,15,10,-28,236
1164980240500,3,60,13,4,-22,235
1164980240500,3,60,13,7,-30,236
1164980240531,5,60,16,6,-18,233
1164980240531,5,60,16,8,-31,236
1164980240671,6,61,3,9,-23,235
1164980240671,6,61,3,15,-31,236
1164980241062,8,60,12,7,-37,233
1164980241062,8,60,12,19,-33,236
1164980241250,2,60,17,16,-12,235
1164980241265,2,60,17,14,-19,236
1164980241421,8,60,15,18,-15,236
1164980241421,8,60,15,17,-17,236
1164980241515,4,60,13,19,-33,236
1164980241515,4,60,13,11,-20,236
1164980241531,6,60,16,10,-33,233
1164980241531,6,60,16,18,-18,236
1164980241671,7,61,3,2,-18,236
1164980241671,7,61,3,13,-32,235
1164980242078,9,60,12,11,-13,236
1164980242250,3,60,17,3,-31,234
1164980242250,3,60,17,1,-45,216
1164980242406,9,60,15,9,-25,235
1164980242500,5,60,13,12,-13,236
1164980242500,5,60,13,6,-30,236
1164980242531,7,60,16,17,-10,235
1164980242531,7,60,16,9,-31,236
1164980242687,8,61,3,16,-35,235
1164980242687,8,61,3,14,-46,226
1164980244250,4,60,17,5,-29,236
1164980244250,4,60,17,20,-16,235
1164980244515,6,60,13,8,-20,235
1164980244515,6,60,13,10,-29,236
1164980244546,8,60,16,15,-29,235
1164980244546,8,60,16,2,-47,218
1164980244671,9,61,3,1,-44,222
1164980244875,0,61,4,7,-23,236
1164980244875,0,61,4,19,-43,231
1164980245250,5,60,17,4,-31,235
1164980245250,5,60,17,7,-36,232
1164980245515,7,60,13,18,-27,235
1164980245515,7,60,13,17,-17,235
1164980245531,9,60,16,13,-9,235
1164980245875,1,61,4,11,-18,235
1164980245875,1,61,4,12,-35,234
1164980247250,6,60,17,19,-31,234
1164980247250,6,60,17,12,-15,235
1164980247500,8,60,13,15,-21,235
1164980247500,8,60,13,9,-20,234
1164980247734,0,61,5,4,-14,235
1164980247734,0,61,5,7,-17,234
1164980247875,2,61,4,6,-21,234
1164980247875,2,61,4,8,-12,236
1164980248250,7,60,17,6,-27,234
1164980248250,7,60,17,8,-27,234
1164980248515,9,60,13,2,-43,233
1164980248734,1,61,5,19,-44,234
1164980248734,1,61,5,11,-35,235
1164980248875,3,61,4,10,-25,234
1164980248875,3,61,4,18,-42,232
1164980249125,0,61,6,8,-17,235
1164980249125,0,61,6,10,-30,235
1164980249250,8,60,17,10,-39,231
1164980249250,8,60,17,18,-34,234
1164980249734,2,61,5,12,-39,234
1164980249734,2,61,5,6,-22,235
1164980249875,4,61,4,17,-33,235
1164980249875,4,61,4,15,-31,236
1164980250140,1,61,6,18,-33,236
1164980250140,1,61,6,17,-27,235
1164980250734,3,61,5,8,-21,236
1164980250734,3,61,5,10,-35,233
1164980250875,5,61,4,9,-15,236
1164980250875,5,61,4,13,-25,236
1164980252125,2,61,6,9,-10,236
1164980252125,2,61,6,15,-21,236
1164980253734,4,61,5,18,-37,233
1164980253734,4,61,5,17,-27,234
1164980253890,6,61,4,16,-35,236
1164980253890,6,61,4,14,-35,236
1164980253890,0,61,7,19,-35,236
1164980253890,0,61,7,11,-23,235
1164980254125,3,61,6,2,-19,235
1164980254125,3,61,6,13,-32,235
1164980254718,5,61,5,15,-33,233
1164980254718,5,61,5,9,-25,235
1164980254875,7,61,4,3,-35,236
1164980254875,7,61,4,1,-44,214
1164980255125,4,61,6,16,-21,235
1164980255125,4,61,6,14,-33,234
1164980255687,0,62,1,20,-44,206
1164980255687,0,62,1,5,-43,233
1164980255734,6,61,5,13,-31,234
1164980255734,6,61,5,16,-31,236
1164980255875,8,61,4,5,-17,235
1164980255875,8,61,4,20,-29,235
1164980255890,2,61,7,8,-16,236
1164980255890,2,61,7,10,-19,236
1164980256125,5,61,6,3,-29,235
1164980256125,5,61,6,1,-42,231
1164980256687,1,62,1,4,-43,225
1164980256687,1,62,1,7,-33,236
1164980256718,7,61,5,14,-35,234
1164980256718,7,61,5,3,-20,234
1164980256890,3,61,7,18,-31,236
1164980256890,3,61,7,17,-36,235
1164980257125,6,61,6,20,-33,234
1164980257125,6,61,6,5,-25,235
1164980258687,2,62,1,19,-37,236
1164980258687,2,62,1,11,-28,235
1164980258734,8,61,5,1,-40,230
1164980258734,8,61,5,20,-35,233
1164980258875,4,61,7,9,-23,236
1164980258890,4,61,7,15,-23,236
1164980259125,7,61,6,7,-11,235
1164980259125,7,61,6,19,-30,236
1164980259687,3,62,1,12,-31,233
1164980259687,3,62,1,6,-37,234
1164980260890,5,61,7,2,-21,235
1164980260890,5,61,7,13,-31,236
1164980261125,8,61,6,11,-16,236
1164980261125,8,61,6,12,-20,236
1164980261687,4,62,1,8,-42,234
1164980261687,4,62,1,10,-21,235
1164980261875,6,61,7,16,-25,235
1164980261875,6,61,7,14,-39,235
1164980263140,0,61,8,10,-19,236
1164980263140,0,61,8,17,-25,236
1164980263687,5,62,1,18,-46,229
1164980263687,5,62,1,17,-45,228
1164980263890,7,61,7,3,-9,236
1164980263890,7,61,7,1,-35,234
1164980264140,1,61,8,9,-9,236
1164980264140,1,61,8,15,-29,233
1164980264687,6,62,1,9,-36,232
1164980264687,6,62,1,15,-33,236
1164980264890,8,61,7,20,-25,236
1164980264890,8,61,7,5,-20,236
1164980265140,2,61,8,2,-21,235
1164980265140,2,61,8,13,-21,236
1164980265218,0,60,18,17,-33,233
1164980265218,0,60,18,9,-34,235
1164980265687,7,62,1,13,-37,234
1164980265687,7,62,1,16,-27,234
1164980265890,9,61,7,4,-21,235
1164980266140,3,61,8,16,-31,234
1164980266140,3,61,8,14,-26,236
1164980266203,1,60,18,15,-17,234
1164980266218,1,60,18,13,-27,236
1164980267687,8,62,1,14,-35,233
1164980267687,8,62,1,3,-43,231
1164980268140,4,61,8,3,-20,236
1164980268140,4,61,8,1,-40,231
1164980269140,5,61,8,20,-24,235
1164980269140,5,61,8,5,-21,236
1164980270218,4,60,18,5,-37,235
1164980270218,4,60,18,20,-17,235
1164980270906,0,60,19,11,-36,234
1164980270906,0,60,19,12,-31,236
1164980271140,6,61,8,4,-9,234
1164980271140,6,61,8,7,-11,236
1164980271421,0,61,9,2,-26,234
1164980271421,0,61,9,13,-21,235
1164980272906,1,60,19,6,-27,233
1164980272906,1,60,19,8,-37,234
1164980274140,7,61,8,19,-40,234
1164980274140,7,61,8,11,-15,235
1164980274421,1,61,9,16,-32,235
1164980274421,1,61,9,14,-44,231
1164980275906,2,60,19,10,-29,235
1164980275906,2,60,19,18,-13,236
1164980276140,8,61,8,12,-21,236
1164980276140,8,61,8,6,-14,235
1164980276203,0,61,10,17,-35,236
1164980276203,0,61,10,9,-19,236
1164980276421,2,61,9,3,-25,236
1164980276421,2,61,9,1,-35,235
1164980277906,3,60,19,17,-29,236
1164980277906,3,60,19,9,-33,234
1164980278218,1,61,10,15,-27,234
1164980278218,1,61,10,2,-38,235
1164980278218,8,60,18,10,-33,235
1164980278421,3,61,9,5,-25,236
1164980278421,3,61,9,20,-25,236
1164980279734,0,60,20,4,-27,235
1164980279734,0,60,20,7,-25,236
1164980279890,4,60,19,15,-23,236
1164980279906,4,60,19,2,-41,235
1164980279937,0,61,11,12,-15,236
1164980279937,0,61,11,6,-17,236
1164980280203,2,61,10,13,-26,236
1164980280203,2,61,10,16,-31,236
1164980280437,4,60,19,15,-23,236
1164980280437,4,60,19,2,-41,235
1164980280453,0,61,11,12,-15,236
1164980280453,0,61,11,6,-17,236
1164980280500,2,61,10,13,-26,236
1164980280500,2,61,10,16,-31,236
1164980281921,1,61,11,8,-18,236
1164980281921,1,61,11,10,-10,236
1164980282203,3,61,10,14,-13,235
1164980282203,3,61,10,3,-33,236
1164980282421,5,61,9,19,-35,234
1164980282421,5,61,9,11,-10,236
1164980282734,2,60,20,12,-32,235
1164980282734,2,60,20,6,-33,235
1164980282890,6,60,19,14,-24,236
1164980282890,6,60,19,3,-38,236
1164980282921,2,61,11,18,-28,236
1164980282921,2,61,11,17,-43,231
1164980283203,4,61,10,1,-19,235
1164980283203,4,61,10,5,-33,235
1164980283421,6,61,9,12,-21,236
1164980283421,6,61,9,6,-14,236
1164980283734,3,60,20,8,-27,235
1164980283734,3,60,20,10,-36,233
1164980283890,7,60,19,1,-35,234
1164980283890,7,60,19,5,-42,234
1164980283937,3,61,11,15,-16,236
1164980283937,3,61,11,9,-15,236
1164980284203,5,61,10,20,-34,235
1164980284203,5,61,10,4,-20,236
1164980284453,7,61,9,8,-10,235
1164980284453,7,61,9,10,-21,235
1164980284734,4,60,20,18,-19,236
1164980284734,4,60,20,17,-17,235
1164980284890,8,60,19,20,-16,236
1164980284890,8,60,19,4,-39,230
1164980284937,4,61,11,2,-31,234
1164980284937,4,61,11,13,-20,235
1164980285203,6,61,10,7,-15,236
1164980285203,6,61,10,19,-29,235
1164980285421,8,61,9,18,-35,236
1164980285421,8,61,9,17,-25,236
1164980285593,0,61,14,3,-42,234
1164980285593,0,61,14,1,-33,234
1164980285734,5,60,20,9,-27,234
1164980285734,5,60,20,15,-47,223
1164980286906,9,60,19,7,-32,233
1164980286968,5,61,11,16,-20,236
1164980286968,5,61,11,14,-18,236
1164980287203,7,61,10,11,-7,234
1164980287203,7,61,10,12,-15,235
1164980287421,9,61,9,15,-29,236
1164980287609,1,61,14,5,-36,235
1164980287609,1,61,14,20,-22,236
1164980287734,6,60,20,2,-40,234
1164980287734,6,60,20,13,-23,235
1164980287921,6,61,11,3,-26,236
1164980287921,6,61,11,1,-30,235
1164980288203,8,61,10,6,-27,233
1164980288203,8,61,10,8,-18,236
1164980288453,0,62,2,13,-42,234
1164980288453,0,62,2,16,-46,211
1164980288593,2,61,14,4,-33,234
1164980288593,2,61,14,7,-35,236
1164980288734,7,60,20,16,-27,236
1164980288734,7,60,20,14,-24,235
1164980289937,7,61,11,5,-39,230
1164980289937,7,61,11,20,-34,234
1164980290078,0,61,12,6,-17,236
1164980290078,0,61,12,8,-22,235
1164980290203,9,61,10,18,-33,236
1164980290421,0,61,15,2,-31,235
1164980290421,0,61,15,13,-19,236
1164980290453,1,62,2,14,-37,235
1164980290453,1,62,2,3,-15,235
1164980290593,3,61,14,19,-27,236
1164980290593,3,61,14,11,-16,236
1164980290718,8,60,20,3,-42,233
1164980290734,8,60,20,1,-45,201
1164980290921,8,61,11,4,-19,234
1164980290921,8,61,11,7,-25,235
1164980291078,1,61,12,10,-17,236
1164980291078,1,61,12,18,-27,235
1164980292421,1,61,15,16,-28,236
1164980292421,1,61,15,14,-25,235
1164980292453,2,62,2,5,-26,236
1164980292453,2,62,2,20,-36,234
1164980292593,4,61,14,12,-19,235
1164980292593,4,61,14,6,-32,234
1164980292671,0,62,3,1,-44,225
1164980292671,0,62,3,20,-40,225
1164980292734,9,60,20,5,-39,235
1164980292921,9,61,11,19,-44,233
1164980293078,2,61,12,17,-15,236
1164980293078,2,61,12,9,-21,236
1164980293421,2,61,15,3,-29,236
1164980293421,2,61,15,1,-31,236
1164980293453,3,62,2,4,-29,235
1164980293453,3,62,2,7,-21,235
1164980293546,0,61,16,14,-23,236
1164980293546,0,61,16,3,-33,235
1164980293593,5,61,14,8,-27,235
1164980293593,5,61,14,10,-11,235
1164980293687,1,62,3,5,-21,235
1164980293687,1,62,3,4,-32,233
1164980294078,3,61,12,15,-27,236
1164980294078,3,61,12,2,-33,234
1164980294421,3,61,15,5,-32,236
1164980294421,3,61,15,4,-27,235
1164980294453,4,62,2,19,-42,235
1164980294453,4,62,2,11,-27,236
1164980294546,1,61,16,1,-25,235
1164980294546,1,61,16,5,-31,234
1164980294593,6,61,14,18,-30,235
1164980294593,6,61,14,17,-19,236
1164980294671,2,62,3,7,-12,236
1164980294671,2,62,3,19,-42,234
