Date,RSSI
523,-32
524,-31
525,-32
526,-32
527,-33
528,-32
529,-32
530,-32
531,-33
532,-32
533,-32
534,-32
535,-32
536,-32
537,-32
538,-32
539,-32
540,-32
541,-1
542,-32
543,-31
544,-32
545,-32
546,-32
547,-32
548,-32
549,-32
550,-32
551,-32
552,-33
553,-33
554,-34
555,-34
556,-34
557,-33
558,-34
559,-34
560,-34
561,-33
562,-33
563,-34
564,-34
565,-1
566,-33
567,-33
568,-1
569,-34
570,-34
571,-34
572,-33
573,-33
574,-33
575,-33
576,-34
577,-35
578,-34
579,-1
580,-33
581,-33
582,-33
583,-33
584,-33
585,-34
586,-33
587,-34
588,-34
589,-34
590,-33
591,-33
592,-33
593,-33
594,-33
595,-35
596,-34
597,-34
598,-33
599,-33
600,-33
601,-35
602,-34
603,-35
604,-34
605,-34
606,-34
607,-1
608,-34
609,-34
610,-34
611,-1
612,-34
613,-34
614,-1
615,-34
616,-34
617,-34
618,-34
619,-34
620,-33
621,-34
622,-34
623,-34
624,-34
625,-34
626,-33
627,-33
628,-34
629,-34
630,-34
631,-33
632,-33
633,-33
634,-34
635,-33
636,-33
637,-34
638,-35
639,-34
640,-32
641,-1
642,-33
643,-34
644,-34
645,-34
646,-34
647,-34
648,-33
649,-34
650,-34
651,-34
652,-1
653,-1
654,-34
655,-35
656,-33
657,-35
658,-34
659,-34
660,-34
661,-1
662,-34
663,-34
664,-34
665,-35
666,-34
667,-1
668,-34
669,-34
670,-34
671,-34
672,-1
673,-34
674,-34
675,-34
676,-34
677,-34
678,-34
679,-34
680,-34
681,-33
682,-34
683,-34
684,-33
685,-34
686,-35
687,-33
688,-34
689,-34
690,-33
691,-34
692,-34
693,-34
694,-33
695,-33
696,-33
697,-34
698,-33
699,-33
700,-34
701,-34
702,-34
703,-35
704,-37
705,-31
706,-35
707,-33
708,-31
709,-35
710,-31
711,-31
712,-32
713,-33
714,-31
715,-32
716,-32
717,-31
718,-31
719,-32
720,-33
721,-31
722,-33
723,-33
724,-32
725,-32
726,-31
727,-31
728,-34
729,-31
730,-31
731,-31
732,-31
733,-31
734,-31
735,-31
736,-31
737,-31
738,-31
739,-31
740,-31
741,-31
742,-31
743,-31
744,-31
745,-31
746,-31
747,-32
748,-30
749,-31
750,-32
751,-31
752,-31
753,-32
754,-31
755,-31
756,-31
757,-31
758,-31
759,-31
760,-32
761,-31
762,-32
763,-31
764,-31
765,-31
766,-31
767,-31
768,-31
769,-31
770,-31
771,-31
772,-31
773,-31
774,-31
775,-31
776,-31
777,-32
778,-31
779,-31
780,-31
781,-32
782,-31
783,-31
784,-31
785,-31
786,-32
787,-32
788,-32
789,-31
790,-31
791,-31
792,-32
793,-31
794,-31
795,-31
796,-31
797,-31
798,-32
799,-31
800,-31
801,-31
802,-32
803,-31
804,-31
805,-31
806,-32
807,-32
808,-31
809,-31
810,-31
811,-31
812,-31
813,-31
814,-32
815,-32
816,-32
817,-31
818,-32
819,-31
820,-31
821,-32
822,-31
823,-31
824,-31
825,-32
826,-31
827,-31
828,-32
829,-31
830,-32
831,-31
832,-32
833,-31
834,-31
835,-31
836,-31
837,-32
838,-31
839,-32
840,-32
841,-31
842,-31
843,-31
844,-31
845,-31
846,-31
847,-30
848,-31
849,-31
850,-31
851,-31
852,-31
853,-31
854,-31
855,-31
856,-31
857,-31
858,-31
859,-31
860,-31
861,-31
862,-31
863,-33
864,-32
865,-31
866,-32
867,-32
868,-32
869,-32
870,-32
871,-32
872,-32
873,-33
874,-33
875,-32
876,-31
877,-31
878,-34
879,-34
880,-33
881,-31
882,-31
883,-35
884,-33
885,-33
886,-32
887,-32
888,-32
889,-32
890,-32
891,-32
892,-35
893,-34
894,-35
895,-31
896,-31
897,-31
898,-31
899,-31
900,-31
901,-31
902,-31
903,-31
904,-31
905,-31
906,-31
907,-31
908,-31
909,-31
910,-31
911,-31
912,-31
913,-31
914,-31
915,-32
916,-31
917,-31
918,-31
919,-31
920,-31
921,-31
922,-31
923,-31
924,-31
925,-31
926,-31
927,-31
928,-31
929,-31
930,-31
931,-35
932,-31
933,-31
934,-31
935,-31
936,-31
937,-31
938,-32
939,-31
940,-31
941,-31
942,-31
943,-31
944,-31
945,-31
946,-31
947,-31
948,-31
949,-32
950,-31
951,-32
952,-31
953,-31
954,-31
955,-31
956,-31
957,-31
958,-32
959,-31
960,-31
961,-31
962,-31
963,-31
964,-31
965,-31
966,-32
967,-31
968,-31
969,-31
970,-31
971,-31
972,-31
973,-31
974,-31
975,-31
976,-31
977,-31
978,-31
979,-32
980,-32
981,-31
982,-31
983,-31
984,-31
985,-31
986,-31
987,-32
988,-31
989,-31
990,-31
991,-31
992,-31
993,-31
994,-31
995,-31
996,-31
997,-31
998,-32
999,-32
1000,-33
1001,-32
1002,-31
1003,-31
1004,-31
1005,-31
1006,-32
1007,-32
1008,-32
1009,-21
1010,-21
1011,-21
1012,-21
1013,-21
1014,-21
1015,-21
1016,-21
1017,-21
1018,-21
1019,-21
1020,-21
1021,-21
1022,-21
1023,-21
1024,-21
1025,-21
1026,-21
1027,-21
1028,-21
1029,-21
1030,-20
1031,-21
1032,-21
1033,-21
1034,-21
1035,-21
1036,-21
1037,-21
1038,-21
1039,-21
1040,-21
1041,-21
1042,-21
1043,-21
1044,-21
1045,-21
1046,-21
1047,-21
1048,-21
1049,-21
1050,-21
1051,-21
1052,-21
1053,-21
1054,-21
1055,-21
1056,-21
1057,-21
1058,-21
1059,-21
1060,-21
1061,-21
1062,-21
1063,-21
1064,-21
1065,-21
1066,-21
1067,-21
1068,-21
1069,-21
1070,-21
1071,-21
1072,-21
1073,-21
1074,-21
1075,-21
1076,-21
1077,-21
1078,-21
1079,-21
1080,-21
1081,-21
1082,-20
1083,-21
1084,-21
1085,-21
1086,-21
1087,-21
1088,-21
1089,-22
1090,-21
1091,-21
1092,-21
1093,-21
1094,-21
1095,-21
1096,-21
1097,-21
1098,-21
1099,-21
1100,-21
1101,-21
1102,-21
1103,-21
1104,-21
1105,-21
1106,-21
1107,-21
1108,-22
1109,-21
1110,-21
1111,-21
1112,-21
1113,-21
1114,-21
1115,-21
1116,-21
1117,-21
1118,-21
1119,-21
1120,-21
1121,-21
1122,-21
1123,-22
1124,-23
1125,-21
1126,-21
1127,-21
1128,-21
1129,-21
1130,-21
1131,-21
1132,-21
1133,-21
1134,-21
1135,-21
1136,-21
1137,-21
1138,-21
1139,-21
1140,-21
1141,-21
1142,-21
1143,-21
1144,-21
1145,-21
1146,-21
1147,-21
1148,-21
1149,-21
1150,-21
1151,-21
1152,-21
1153,-21
1154,-21
1155,-21
1156,-21
1157,-21
1158,-21
1159,-21
1160,-21
1161,-21
1162,-21
1163,-21
1164,-21
1165,-21
1166,-21
1167,-21
1168,-21
1169,-21
1170,-21
1171,-21
1172,-21
1173,-21
1174,-21
1175,-21
1176,-21
1177,-21
1178,-21
1179,-21
1180,-21
1181,-21
1182,-21
1183,-21
1184,-21
1185,-22
1186,-21
1187,-21
1188,-21
1189,-20
1190,-21
1191,-21
1192,-21
1193,-21
1194,-21
1195,-21
1196,-21
1197,-21
1198,-21
1199,-21
1200,-21
1201,-21
1202,-21
1203,-21
1204,-21
1205,-21
1206,-21
1207,-21
1208,-21
1209,-21
1210,-21
1211,-21
1212,-21
1213,-21
1214,-21
1215,-21
1216,-21
1217,-23
1218,-23
1219,-23
1220,-23
1221,-23
1222,-23
1223,-23
1224,-23
1225,-24
1226,-23
1227,-24
1228,-23
1229,-23
1230,-23
1231,-23
1232,-23
1233,-23
1234,-23
1235,-23
1236,-23
1237,-23
1238,-23
1239,-23
1240,-23
1241,-23
1242,-23
1243,-23
1244,-23
1245,-24
1246,-23
1247,-23
1248,-23
1249,-23
1250,-23
1251,-23
1252,-23
1253,-22
1254,-23
1255,-23
1256,-23
1257,-23
1258,-23
1259,-23
1260,-23
1261,-23
1262,-23
1263,-23
1264,-23
1265,-23
1266,-23
1267,-23
1268,-23
1269,-24
1270,-23
1271,-24
1272,-23
1273,-23
1274,-23
1275,-23
1276,-23
1277,-23
1278,-23
1279,-23
1280,-23
1281,-23
1282,-23
1283,-24
1284,-23
1285,-23
1286,-23
1287,-23
1288,-23
1289,-23
1290,-23
1291,-23
1292,-23
1293,-23
1294,-23
1295,-23
1296,-23
1297,-23
1298,-23
1299,-23
1300,-23
1301,-23
1302,-23
1303,-23
1304,-23
1305,-23
1306,-23
1307,-23
1308,-23
1309,-23
1310,-23
1311,-23
1312,-24
1313,-23
1314,-23
1315,-23
1316,-27
1317,-23
1318,-23
1319,-23
1320,-23
1321,-23
1322,-23
1323,-23
1324,-23
1325,-23
1326,-23
1327,-23
1328,-23
1329,-23
1330,-23
1331,-23
1332,-23
1333,-23
1334,-23
1335,-23
1336,-23
1337,-23
1338,-23
1339,-23
1340,-23
1341,-23
1342,-23
1343,-23
1344,-23
1345,-23
1346,-23
1347,-22
1348,-23
1349,-23
1350,-23
1351,-23
1352,-23
1353,-22
1354,-23
1355,-22
1356,-23
1357,-22
1358,-22
1359,-23
1360,-23
1361,-23
1362,-23
1363,-23
1364,-23
1365,-23
1366,-22
1367,-23
1368,-23
1369,-23
1370,-23
1371,-23
1372,-23
1373,-23
1374,-23
1375,-22
1376,-22
1377,-23
1378,-23
1379,-23
1380,-23
1381,-24
1382,-23
1383,-23
1384,-22
1385,-23
1386,-23
1387,-23
1388,-23
1389,-23
1390,-23
1391,-23
1392,-23
1393,-23
1394,-23
1395,-23
1396,-23
1397,-23
1398,-23
1399,-23
1400,-22
1401,-22
1402,-22
1403,-23
1404,-22
1405,-23
1406,-23
1407,-23
1408,-23
1409,-23
1410,-23
1411,-22
1412,-22
1413,-23
1414,-22
1415,-22
1416,-22
1417,-22
1418,-22
1419,-22
1420,-22
1421,-22
1422,-22
1423,-22
1424,-22
1425,-22
1426,-22
1427,-22
1428,-22
1429,-21
1430,-22
1431,-23
1432,-21
1433,-23
1434,-22
1435,-22
1436,-22
1437,-22
1438,-21
1439,-22
1440,-22
1441,-22
1442,-22
1443,-22
1444,-22
1445,-22
1446,-22
1447,-22
1448,-22
1449,-22
1450,-22
1451,-22
1452,-22
1453,-23
1454,-22
1455,-22
1456,-22
1457,-23
1458,-21
1459,-21
1460,-22
1461,-21
1462,-22
1463,-22
1464,-22
1465,-23
1466,-23
1467,-22
1468,-22
1469,-21
1470,-21
1471,-22
1472,-22
1473,-22
1474,-22
1475,-22
1476,-21
1477,-21
1478,-22
1479,-22
1480,-21
1481,-22
1482,-22
1483,-21
1484,-22
1485,-21
1486,-21
1487,-22
1488,-21
1489,-21
1490,-22
1491,-22
1492,-22
1493,-21
1494,-22
1495,-22
1496,-22
1497,-22
1498,-22
1499,-22
1500,-23
1501,-22
1502,-22
1503,-22
1504,-22
1505,-23
1506,-22
1507,-23
1508,-22
1509,-22
1510,-22
1511,-23
1512,-22
1513,-22
1514,-22
1515,-22
1516,-22
1517,-22
1518,-22
1519,-22
1520,-22
1521,-22
1522,-23
1523,-22
1524,-22
1525,-21
1526,-21
1527,-21
1528,-21
1529,-21
1530,-21
1531,-22
1532,-22
1533,-23
1534,-22
1535,-23
1536,-25
1537,-26
1538,-21
1539,-22
1540,-22
1541,-22
1542,-31
1543,-22
1544,-22
1545,-22
1546,-21
1547,-22
1548,-23
1549,-22
1550,-21
1551,-21
1552,-23
1553,-23
1554,-23
1555,-23
1556,-23
1557,-23
1558,-23
1559,-21
1560,-22
1561,-22
1562,-22
1563,-22
1564,-22
1565,-22
1566,-22
1567,-23
1568,-22
1569,-25
1570,-21
1571,-21
1572,-22
1573,-21
1574,-21
1575,-22
1576,-22
1577,-22
1578,-22
1579,-22
1580,-21
1581,-21
1582,-21
1583,-21
1584,-21
1585,-21
1586,-21
1587,-21
1588,-21
1589,-21
1590,-21
1591,-21
1592,-21
1593,-21
1594,-21
1595,-1
1596,-21
1597,-21
1598,-21
1599,-21
1600,-21
1601,-21
1602,-21
1603,-21
1604,-22
1605,-21
1606,-21
1607,-22
1608,-21
1609,-22
1610,-21
1611,-22
1612,-22
1613,-21
1614,-21
1615,-21
1616,-21
1617,-21
1618,-21
1619,-21
1620,-21
1621,-22
1622,-21
1623,-21
1624,-21
1625,-21
1626,-21
1627,-21
1628,-22
1629,-21
1630,-21
1631,-21
1632,-21
1633,-21
1634,-21
1635,-21
1636,-21
1637,-21
1638,-21
1639,-21
1640,-21
1641,-21
1642,-21
1643,-21
1644,-21
1645,-25
1646,-23
1647,-21
1648,-21
1649,-21
1650,-21
1651,-21
1652,-21
1653,-21
1654,-21
1655,-22
1656,-21
1657,-21
1658,-21
1659,-21
1660,-21
1661,-21
1662,-21
1663,-21
1664,-22
1665,-22
1666,-22
1667,-23
1668,-21
1669,-21
1670,-21
1671,-21
1672,-22
1673,-21
1674,-22
1675,-21
1676,-22
1677,-22
1678,-22
1679,-22
1680,-22
1681,-34
1682,-21
1683,-24
1684,-22
1685,-20
1686,-21
1687,-23
1688,-22
1689,-22
1690,-21
1691,-33
1692,-21
1693,-21
1694,-23
1695,-21
1696,-22
1697,-21
1698,-22
1699,-28
1700,-20
1701,-21
1702,-21
1703,-21
1704,-22
1705,-21
1706,-22
1707,-21
1708,-21
1709,-21
1710,-22
1711,-21
1712,-22
1713,-21
1714,-22
1715,-23
1716,-23
1717,-23
1718,-23
1719,-22
1720,-22
1721,-22
1722,-22
1723,-21
1724,-21
1725,-21
1726,-23
1727,-22
1728,-21
1729,-21
1730,-21
1731,-21
1732,-21
1733,-20
1734,-21
1735,-21
1736,-22
1737,-25
1738,-22
1739,-21
1740,-21
1741,-21
1742,-21
1743,-21
1744,-21
1745,-21
1746,-21
1747,-21
1748,-22
1749,-21
1750,-21
1751,-22
1752,-21
1753,-21
1754,-21
1755,-21
1756,-21
1757,-21
1758,-21
1759,-22
1760,-21
1761,-21
1762,-21
1763,-22
1764,-21
1765,-21
1766,-21
1767,-21
1768,-21
1769,-21
1770,-21
1771,-22
1772,-21
1773,-22
1774,-21
1775,-21
1776,-21
1777,-21
1778,-22
1779,-21
1780,-21
1781,-21
1782,-21
1783,-21
1784,-21
1785,-21
1786,-21
1787,-21
1788,-22
1789,-21
1790,-22
1791,-23
1792,-22
1793,-21
1794,-22
1795,-22
1796,-21
1797,-22
1798,-22
1799,-22
1800,-22
1801,-22
1802,-22
1803,-22
1804,-22
1805,-22
1806,-22
1807,-22
1808,-22
1809,-22
1810,-22
1811,-22
1812,-22
1813,-22
1814,-22
1815,-21
1816,-21
1817,-22
1818,-22
1819,-22
1820,-22
1821,-22
1822,-22
1823,-23
1824,-22
1825,-22
1826,-21
1827,-21
1828,-22
1829,-22
1830,-22
1831,-23
1832,-22
1833,-22
1834,-21
1835,-21
1836,-22
1837,-22
1838,-22
1839,-22
1840,-22
1841,-23
1842,-22
1843,-22
1844,-22
1845,-22
1846,-22
1847,-22
1848,-22
1849,-22
1850,-21
1851,-22
1852,-22
1853,-21
1854,-23
1855,-22
1856,-22
1857,-23
1858,-22
1859,-22
1860,-22
1861,-22
1862,-23
1863,-23
1864,-23
1865,-22
1866,-23
1867,-23
1868,-22
1869,-23
1870,-23
1871,-23
1872,-22
1873,-21
1874,-25
1875,-22
1876,-23
1877,-22
1878,-22
1879,-23
1880,-21
1881,-22
1882,-22
1883,-22
1884,-22
1885,-21
1886,-22
1887,-22
1888,-22
1889,-22
1890,-22
1891,-23
1892,-23
1893,-23
1894,-23
1895,-23
1896,-23
1897,-23
1898,-23
1899,-23
1900,-23
1901,-24
1902,-24
1903,-24
1904,-23
1905,-23
1906,-23
1907,-23
1908,-23
1909,-24
1910,-23
1911,-22
1912,-23
1913,-23
1914,-23
1915,-23
1916,-23
1917,-22
1918,-23
1919,-23
1920,-23
1921,-22
1922,-23
1923,-23
1924,-22
1925,-23
1926,-23
1927,-23
1928,-22
1929,-23
1930,-23
1931,-23
1932,-23
1933,-23
1934,-23
1935,-23
1936,-22
1937,-22
1938,-22
1939,-22
1940,-23
1941,-23
1942,-22
1943,-22
1944,-22
1945,-23
1946,-23
1947,-23
1948,-23
1949,-23
1950,-23
1951,-23
1952,-23
1953,-23
1954,-23
1955,-23
1956,-23
1957,-23
1958,-23
1959,-23
1960,-23
1961,-23
1962,-23
1963,-23
1964,-23
1965,-23
1966,-22
1967,-23
1968,-23
1969,-23
1970,-23
1971,-23
1972,-23
1973,-23
1974,-23
1975,-23
1976,-23
1977,-23
1978,-23
1979,-23
1980,-23
1981,-22
1982,-23
1983,-23
1984,-22
1985,-23
1986,-23
1987,-23
1988,-23
1989,-23
1990,-23
1991,-23
1992,-24
1993,-22
1994,-22
1995,-22
1996,-22
1997,-22
1998,-22
1999,-22
2000,-22
2001,-22
2002,-23
2003,-22
2004,-23
2005,-23
2006,-23
2007,-22
2008,-23
2009,-23
2010,-23
2011,-23
2012,-23
2013,-23
2014,-23
2015,-23
2016,-23
2017,-18
2018,-18
2019,-17
2020,-18
2021,-17
2022,-18
2023,-17
2024,-17
2025,-17
2026,-18
2027,-17
2028,-17
2029,-18
2030,-17
2031,-17
2032,-18
2033,-17
2034,-17
2035,-17
2036,-17
2037,-18
2038,-17
2039,-17
2040,-17
2041,-17
2042,-17
2043,-17
2044,-17
2045,-17
2046,-17
2047,-17
2048,-17
2049,-17
2050,-17
2051,-17
2052,-17
2053,-17
2054,-17
2055,-17
2056,-18
2057,-18
2058,-17
2059,-17
2060,-17
2061,-17
2062,-17
2063,-18
2064,-18
2065,-18
2066,-18
2067,-18
2068,-18
2069,-18
2070,-18
2071,-18
2072,-18
2073,-18
2074,-18
2075,-18
2076,-18
2077,-17
2078,-17
2079,-18
2080,-18
2081,-20
2082,-17
2083,-18
2084,-18
2085,-18
2086,-18
2087,-18
2088,-19
2089,-18
2090,-18
2091,-18
2092,-18
2093,-18
2094,-18
2095,-18
2096,-18
2097,-18
2098,-18
2099,-18
2100,-18
2101,-19
2102,-18
2103,-19
2104,-18
2105,-18
2106,-18
2107,-18
2108,-18
2109,-18
2110,-18
2111,-18
2112,-19
2113,-18
2114,-18
2115,-19
2116,-18
2117,-18
2118,-18
2119,-18
2120,-18
2121,-18
2122,-19
2123,-18
2124,-18
2125,-18
2126,-18
2127,-18
2128,-18
2129,-18
2130,-18
2131,-18
2132,-18
2133,-18
2134,-18
2135,-18
2136,-18
2137,-19
2138,-18
2139,-18
2140,-18
2141,-18
2142,-18
2143,-17
2144,-17
2145,-18
2146,-18
2147,-18
2148,-18
2149,-17
2150,-18
2151,-18
2152,-18
2153,-18
2154,-18
2155,-18
2156,-18
2157,-18
2158,-19
2159,-18
2160,-18
2161,-18
2162,-18
2163,-18
2164,-18
2165,-18
2166,-18
2167,-1
2168,-18
2169,-18
2170,-19
2171,-19
2172,-18
2173,-18
2174,-18
2175,-18
2176,-18
2177,-18
2178,-18
2179,-19
2180,-18
2181,-19
2182,-19
2183,-19
2184,-18
2185,-18
2186,-18
2187,-18
2188,-18
2189,-18
2190,-17
2191,-18
2192,-18
2193,-18
2194,-17
2195,-17
2196,-18
2197,-18
2198,-18
2199,-18
2200,-17
2201,-17
2202,-18
2203,-17
2204,-18
2205,-18
2206,-17
2207,-17
2208,-17
2209,-18
2210,-18
2211,-18
2212,-18
2213,-18
2214,-18
2215,-17
2216,-17
2217,-19
2218,-18
2219,-17
2220,-17
2221,-18
2222,-17
2223,-18
2224,-18
2225,-17
2226,-18
2227,-18
2228,-18
2229,-18
2230,-18
2231,-18
2232,-18
2233,-18
2234,-18
2235,-18
2236,-18
2237,-18
2238,-18
2239,-18
2240,-16
2241,-18
2242,-17
2243,-17
2244,-17
2245,-18
2246,-18
2247,-18
2248,-19
2249,-19
2250,-19
2251,-17
2252,-23
2253,-17
2254,-17
2255,-17
2256,-17
2257,-17
2258,-17
2259,-17
2260,-18
2261,-17
2262,-17
2263,-17
2264,-17
2265,-17
2266,-17
2267,-17
2268,-17
2269,-17
2270,-17
2271,-17
2272,-17
2273,-18
2274,-17
2275,-18
2276,-17
2277,-17
2278,-18
2279,-18
2280,-32
2281,-16
2282,-17
2283,-26
2284,-15
2285,-17
2286,-18
2287,-18
2288,-28
2289,-17
2290,-18
2291,-19
2292,-19
2293,-18
2294,-18
2295,-20
2296,-18
2297,-17
2298,-17
2299,-19
2300,-17
2301,-18
2302,-19
2303,-19
2304,-18
2305,-18
2306,-19
2307,-19
2308,-18
2309,-18
2310,-18
2311,-18
2312,-18
2313,-18
2314,-18
2315,-18
2316,-18
2317,-18
2318,-18
2319,-18
2320,-17
2321,-17
2322,-19
2323,-17
2324,-17
2325,-18
2326,-17
2327,-17
2328,-17
2329,-17
2330,-17
2331,-17
2332,-17
2333,-17
2334,-17
2335,-17
2336,-18
2337,-17
2338,-17
2339,-18
2340,-17
2341,-17
2342,-17
2343,-17
2344,-17
2345,-17
2346,-18
2347,-17
2348,-17
2349,-17
2350,-17
2351,-17
2352,-16
2353,-16
2354,-16
2355,-16
2356,-16
2357,-17
2358,-18
2359,-17
2360,-17
2361,-17
2362,-17
2363,-18
2364,-17
2365,-17
2366,-17
2367,-17
2368,-17
2369,-17
2370,-18
2371,-17
2372,-17
2373,-17
2374,-17
2375,-17
2376,-19
2377,-17
2378,-18
2379,-17
2380,-17
2381,-19
2382,-18
2383,-17
2384,-17
2385,-18
2386,-17
2387,-17
2388,-17
2389,-17
2390,-17
2391,-17
2392,-17
2393,-18
2394,-17
2395,-17
2396,-18
2397,-17
2398,-17
2399,-17
2400,-17
2401,-18
2402,-17
2403,-17
2404,-18
2405,-17
2406,-18
2407,-18
2408,-18
2409,-18
2410,-17
2411,-17
2412,-18
2413,-17
2414,-19
2415,-17
2416,-17
2417,-17
2418,-17
2419,-17
2420,-17
2421,-17
2422,-17
2423,-18
2424,-17
2425,-27
2426,-19
2427,-19
2428,-17
2429,-17
2430,-19
2431,-17
2432,-18
2433,-17
2434,-17
2435,-18
2436,-18
2437,-18
2438,-18
2439,-17
2440,-18
2441,-18
2442,-18
2443,-18
2444,-17
2445,-18
2446,-18
2447,-18
2448,-17
2449,-18
2450,-18
2451,-18
2452,-18
2453,-18
2454,-18
2455,-18
2456,-18
2457,-19
2458,-18
2459,-18
2460,-18
2461,-18
2462,-18
2463,-18
2464,-18
2465,-18
2466,-18
2467,-18
2468,-18
2469,-18
2470,-17
2471,-18
2472,-17
2473,-19
2474,-19
2475,-19
2476,-17
2477,-17
2478,-22
2479,-17
2480,-17
2481,-17
2482,-17
2483,-17
2484,-17
2485,-17
2486,-18
2487,-17
2488,-17
2489,-17
2490,-17
2491,-18
2492,-17
2493,-17
2494,-17
2495,-17
2496,-18
2497,-17
